id,repo_name,github_url,CommitCount,AuthorCount,DaysActive,BusFactorNumber,lone_wolf,radio_silence,org_silo,total_code_smells,total_design_smells,total_impl_smells,in_social_analysis,in_clustering,clustering_outlier,has_bus_factor,url_note
262,mongodb-java-examples,https://github.com/search?q=mongodb-java-examples+language:Java&type=repositories,21.0,1.0,664.0,,0.0,1.0,0.0,27,10,17,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
263,ms-identity-android-java,https://github.com/search?q=ms-identity-android-java+language:Java&type=repositories,112.0,28.0,2221.0,1.0,1.0,0.0,1.0,62,11,51,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
264,ms-identity-docs-code-java,https://github.com/search?q=ms-identity-docs-code-java+language:Java&type=repositories,29.0,8.0,1064.0,,0.0,0.0,1.0,0,0,0,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
265,msa-ddd-eventsourcing,https://github.com/search?q=msa-ddd-eventsourcing+language:Java&type=repositories,70.0,6.0,60.0,-0.2,0.0,0.0,0.0,94,68,26,1,0,1,1,Resolve via build_repo_urls.py or GitHub search
266,neow3j-examples-java,https://github.com/search?q=neow3j-examples-java+language:Java&type=repositories,351.0,9.0,2616.0,0.8181818181818182,0.0,0.0,0.0,110,51,59,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
267,netflix-dgs-example-java,https://github.com/search?q=netflix-dgs-example-java+language:Java&type=repositories,108.0,4.0,417.0,,0.0,0.0,0.0,196,93,103,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
268,olami-nlu-samples-java,https://github.com/search?q=olami-nlu-samples-java+language:Java&type=repositories,2.0,1.0,0.0,,0.0,1.0,0.0,296,19,277,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
269,old_java_code,https://github.com/search?q=old_java_code+language:Java&type=repositories,3.0,1.0,4.0,,0.0,1.0,0.0,58,16,42,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
270,on_the_road_java,https://github.com/search?q=on_the_road_java+language:Java&type=repositories,43.0,1.0,248.0,,0.0,1.0,0.0,146,89,57,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
271,open-liberty-on-aks,https://github.com/search?q=open-liberty-on-aks+language:Java&type=repositories,124.0,11.0,1575.0,0.7777777777777778,0.0,0.0,1.0,8,6,2,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
272,opencv-test,https://github.com/search?q=opencv-test+language:Java&type=repositories,8.0,2.0,5.0,,0.0,0.0,0.0,35,7,28,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
273,opentelemetry-java-examples,https://github.com/search?q=opentelemetry-java-examples+language:Java&type=repositories,928.0,39.0,1556.0,0.9245283018867924,1.0,0.0,1.0,349,92,257,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
274,oracle-spatial-visualizer-demo,https://github.com/search?q=oracle-spatial-visualizer-demo+language:Java&type=repositories,5.0,1.0,0.0,,0.0,1.0,0.0,11,2,9,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
275,oracle_java_tutorial_projects,https://github.com/search?q=oracle_java_tutorial_projects+language:Java&type=repositories,1.0,1.0,0.0,,0.0,1.0,0.0,27,10,17,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
276,outlook-actionable-messages-java-token-validation,https://github.com/search?q=outlook-actionable-messages-java-token-validation+language:Java&type=repositories,27.0,5.0,977.0,,0.0,1.0,0.0,3,1,2,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
277,pe-solutions-in-java,https://github.com/search?q=pe-solutions-in-java+language:Java&type=repositories,24.0,2.0,87.0,,0.0,0.0,0.0,50,5,45,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
278,pit-example,https://github.com/search?q=pit-example+language:Java&type=repositories,8.0,2.0,1715.0,,0.0,0.0,0.0,3,1,2,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
279,play-demo-twitbookplus,https://github.com/search?q=play-demo-twitbookplus+language:Java&type=repositories,7.0,1.0,0.0,,0.0,1.0,0.0,22,12,10,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
280,potential-octo-chainsaw,https://github.com/search?q=potential-octo-chainsaw+language:Java&type=repositories,22.0,1.0,39.0,,0.0,1.0,0.0,91,36,55,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
281,project-k,https://github.com/search?q=project-k+language:Java&type=repositories,,,,,,,,865,19,846,0,0,0,0,Resolve via build_repo_urls.py or GitHub search
282,reactive-refarch-cloudformation,https://github.com/search?q=reactive-refarch-cloudformation+language:Java&type=repositories,130.0,8.0,2370.0,0.5,0.0,0.0,0.0,26,8,18,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
283,receive_payment_java,https://github.com/search?q=receive_payment_java+language:Java&type=repositories,4.0,1.0,0.0,,0.0,1.0,0.0,7,0,7,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
284,redisson-examples,https://github.com/search?q=redisson-examples+language:Java&type=repositories,24.0,7.0,2871.0,1.0,1.0,0.0,1.0,261,61,200,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
285,sc-contract-car-rental,https://github.com/search?q=sc-contract-car-rental+language:Java&type=repositories,,,,,,,,50,18,32,0,0,0,0,Resolve via build_repo_urls.py or GitHub search
286,sdacademy-examples,https://github.com/search?q=sdacademy-examples+language:Java&type=repositories,234.0,4.0,666.0,,0.0,0.0,0.0,618,222,396,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
287,sendOTPSample-JAVA,https://github.com/search?q=sendOTPSample-JAVA+language:Java&type=repositories,1.0,1.0,0.0,,0.0,1.0,0.0,5,2,3,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
288,sleuth-documentation-apps,https://github.com/search?q=sleuth-documentation-apps+language:Java&type=repositories,6.0,1.0,21.0,,0.0,1.0,0.0,48,11,37,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
289,sleuth-issues,https://github.com/search?q=sleuth-issues+language:Java&type=repositories,245.0,12.0,2407.0,0.3333333333333333,0.0,0.0,0.0,104,41,63,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
290,solent2Public,https://github.com/search?q=solent2Public+language:Java&type=repositories,733.0,7.0,1181.0,0.1666666666666666,0.0,0.0,0.0,3711,1908,1803,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
291,solid,https://github.com/search?q=solid+language:Java&type=repositories,23.0,1.0,1.0,0.9166666666666666,1.0,0.0,0.0,40,32,8,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
292,spark-cassandra-java-example,https://github.com/search?q=spark-cassandra-java-example+language:Java&type=repositories,5.0,2.0,19.0,,0.0,0.0,0.0,32,1,31,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
293,spring-javafx-examples,https://github.com/search?q=spring-javafx-examples+language:Java&type=repositories,41.0,2.0,360.0,,0.0,0.0,0.0,44,44,0,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
294,springBoot-java,https://github.com/search?q=springBoot-java+language:Java&type=repositories,,,,,,,,1,1,0,0,0,0,0,Resolve via build_repo_urls.py or GitHub search
295,stock-trading-with-java-isc1128,https://github.com/search?q=stock-trading-with-java-isc1128+language:Java&type=repositories,43.0,5.0,303.0,0.8333333333333334,0.0,0.0,0.0,227,32,195,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
296,structural-design-pattern-example,https://github.com/search?q=structural-design-pattern-example+language:Java&type=repositories,5.0,1.0,39.0,,0.0,1.0,0.0,34,19,15,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
297,syok_with_java,https://github.com/search?q=syok_with_java+language:Java&type=repositories,12.0,1.0,0.0,,0.0,1.0,0.0,35,21,14,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
298,taketoday-tutorial4j,https://github.com/search?q=taketoday-tutorial4j+language:Java&type=repositories,3025.0,1.0,476.0,0.6666666666666666,0.0,0.0,0.0,34781,10592,24189,1,0,1,1,Resolve via build_repo_urls.py or GitHub search
299,telegram-bot,https://github.com/search?q=telegram-bot+language:Java&type=repositories,8.0,1.0,50.0,0.96875,1.0,0.0,0.0,11,9,2,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
300,tensorflow-example-java,https://github.com/search?q=tensorflow-example-java+language:Java&type=repositories,20.0,2.0,411.0,,0.0,0.0,0.0,42,12,30,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
301,tensorflow-java,https://github.com/search?q=tensorflow-java+language:Java&type=repositories,20.0,1.0,739.0,,0.0,0.0,0.0,14,3,11,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
302,tensorflow-java-examples-spring,https://github.com/search?q=tensorflow-java-examples-spring+language:Java&type=repositories,28.0,3.0,411.0,0.8,0.0,0.0,0.0,48,13,35,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
303,test-spring4-apps,https://github.com/search?q=test-spring4-apps+language:Java&type=repositories,2.0,1.0,0.0,,0.0,1.0,0.0,0,0,0,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
304,testcontainers.testcontainers-java-examples,https://github.com/search?q=testcontainers.testcontainers-java-examples+language:Java&type=repositories,32.0,6.0,940.0,0.9090909090909092,1.0,0.0,0.0,44,25,19,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
305,the-legacy-app,https://github.com/search?q=the-legacy-app+language:Java&type=repositories,17.0,3.0,283.0,,0.0,0.0,0.0,30,17,13,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
306,timrsyncclient,https://github.com/search?q=timrsyncclient+language:Java&type=repositories,19.0,3.0,1070.0,,0.0,0.0,1.0,17,5,12,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
307,tut-rest,https://github.com/search?q=tut-rest+language:Java&type=repositories,105.0,21.0,2575.0,1.0,1.0,0.0,1.0,52,35,17,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
308,tutorial,https://github.com/search?q=tutorial+language:Java&type=repositories,208.0,4.0,1670.0,-0.5,0.0,0.0,0.0,53,39,14,1,0,1,1,Resolve via build_repo_urls.py or GitHub search
309,tutorial_projects,https://github.com/search?q=tutorial_projects+language:Java&type=repositories,,,,,,,,6,2,4,0,0,0,0,Resolve via build_repo_urls.py or GitHub search
310,unsafe-java-world,https://github.com/search?q=unsafe-java-world+language:Java&type=repositories,8.0,3.0,266.0,,0.0,0.0,0.0,38,8,30,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
311,upacademyJavaStarterExamples,https://github.com/search?q=upacademyJavaStarterExamples+language:Java&type=repositories,23.0,2.0,46.0,,0.0,1.0,0.0,366,216,150,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
312,usb4java-examples,https://github.com/search?q=usb4java-examples+language:Java&type=repositories,26.0,2.0,2016.0,0.6,0.0,0.0,0.0,34,4,30,1,0,1,1,Resolve via build_repo_urls.py or GitHub search
313,usb4java-javax-examples,https://github.com/search?q=usb4java-javax-examples+language:Java&type=repositories,8.0,1.0,1694.0,0.8333333333333334,0.0,0.0,0.0,51,17,34,1,1,0,1,Resolve via build_repo_urls.py or GitHub search
314,visa-java-sample-code,https://github.com/search?q=visa-java-sample-code+language:Java&type=repositories,4.0,4.0,84.0,,0.0,1.0,0.0,739,187,552,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
315,vydya-java,https://github.com/search?q=vydya-java+language:Java&type=repositories,38.0,4.0,66.0,,0.0,1.0,0.0,51,1,50,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
316,wagetracker,https://github.com/search?q=wagetracker+language:Java&type=repositories,2.0,1.0,2.0,,0.0,1.0,0.0,97,13,84,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
317,weatherApp,https://github.com/search?q=weatherApp+language:Java&type=repositories,1.0,1.0,0.0,,0.0,1.0,0.0,25,5,20,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
318,webapp_with_jetty,https://github.com/search?q=webapp_with_jetty+language:Java&type=repositories,1.0,1.0,0.0,,0.0,1.0,0.0,6,1,5,1,0,0,0,Resolve via build_repo_urls.py or GitHub search
